,date,cod_ine,region,total
1031,2020-04-20,12,Galicia,352
1032,2020-04-21,12,Galicia,360
1033,2020-04-22,12,Galicia,368
1034,2020-04-23,12,Galicia,375
1035,2020-04-24,12,Galicia,382
1036,2020-04-25,12,Galicia,388
1037,2020-04-26,12,Galicia,394
1038,2020-04-27,12,Galicia,405
1039,2020-04-28,12,Galicia,412
1040,2020-04-29,12,Galicia,551
1041,2020-04-30,12,Galicia,551
1042,2020-05-01,12,Galicia,558
1043,2020-05-02,12,Galicia,563
1044,2020-05-03,12,Galicia,569
1045,2020-05-04,12,Galicia,575
1046,2020-05-05,12,Galicia,579
1047,2020-05-06,12,Galicia,588
1048,2020-05-07,12,Galicia,591
1049,2020-05-08,12,Galicia,592
1050,2020-05-09,12,Galicia,595
1051,2020-05-10,12,Galicia,596
1052,2020-05-11,12,Galicia,597
1053,2020-05-12,12,Galicia,598
1054,2020-05-13,12,Galicia,599
1055,2020-05-14,12,Galicia,603
1056,2020-05-15,12,Galicia,603
1057,2020-05-16,12,Galicia,604
1058,2020-05-17,12,Galicia,606
1059,2020-05-18,12,Galicia,607
1060,2020-05-19,12,Galicia,607
1061,2020-05-20,12,Galicia,607
1062,2020-05-21,12,Galicia,608
1063,2020-05-22,12,Galicia,609
1064,2020-05-23,12,Galicia,610
1065,2020-05-24,12,Galicia,613
1066,2020-03-04,13,Madrid,0
1067,2020-03-05,13,Madrid,1
1068,2020-03-06,13,Madrid,2
1069,2020-03-07,13,Madrid,4
1070,2020-03-08,13,Madrid,8
1071,2020-03-09,13,Madrid,16
1072,2020-03-10,13,Madrid,21
1073,2020-03-11,13,Madrid,31
1074,2020-03-12,13,Madrid,56
1075,2020-03-13,13,Madrid,81
1076,2020-03-14,13,Madrid,86
1077,2020-03-15,13,Madrid,213
1078,2020-03-16,13,Madrid,213
1079,2020-03-17,13,Madrid,355
1080,2020-03-18,13,Madrid,390
1081,2020-03-19,13,Madrid,498
1082,2020-03-20,13,Madrid,628
1083,2020-03-21,13,Madrid,804
1084,2020-03-22,13,Madrid,1021
1085,2020-03-23,13,Madrid,1263
1086,2020-03-24,13,Madrid,1535
1087,2020-03-25,13,Madrid,1825
1088,2020-03-26,13,Madrid,2090
1089,2020-03-27,13,Madrid,2412
1090,2020-03-28,13,Madrid,2757
1091,2020-03-29,13,Madrid,3082
1092,2020-03-30,13,Madrid,3392
1093,2020-03-31,13,Madrid,3603
1094,2020-04-01,13,Madrid,3865
1095,2020-04-02,13,Madrid,4175
1096,2020-04-03,13,Madrid,4483
1097,2020-04-04,13,Madrid,4723
1098,2020-04-05,13,Madrid,4941
1099,2020-04-06,13,Madrid,5136
1100,2020-04-07,13,Madrid,5371
1101,2020-04-08,13,Madrid,5586
1102,2020-04-09,13,Madrid,5800
1103,2020-04-10,13,Madrid,5972
1104,2020-04-11,13,Madrid,6084
1105,2020-04-12,13,Madrid,6278
1106,2020-04-13,13,Madrid,6423
1107,2020-04-14,13,Madrid,6568
1108,2020-04-15,13,Madrid,6724
1109,2020-04-16,13,Madrid,6877
1110,2020-04-17,13,Madrid,7007
1111,2020-04-18,13,Madrid,7132
1112,2020-04-19,13,Madrid,7239
1113,2020-04-20,13,Madrid,7351
1114,2020-04-21,13,Madrid,7460
1115,2020-04-22,13,Madrid,7577
1116,2020-04-23,13,Madrid,7684
1117,2020-04-24,13,Madrid,7765
1118,2020-04-25,13,Madrid,7848
1119,2020-04-26,13,Madrid,7922
1120,2020-04-27,13,Madrid,7986
1121,2020-04-28,13,Madrid,8048
1122,2020-04-29,13,Madrid,8105
1123,2020-04-30,13,Madrid,8176
1124,2020-05-01,13,Madrid,8222
1125,2020-05-02,13,Madrid,8292
1126,2020-05-03,13,Madrid,8332
1127,2020-05-04,13,Madrid,8376
1128,2020-05-05,13,Madrid,8420
1129,2020-05-06,13,Madrid,8466
1130,2020-05-07,13,Madrid,8504
1131,2020-05-08,13,Madrid,8552
1132,2020-05-09,13,Madrid,8598
1133,2020-05-10,13,Madrid,8644
1134,2020-05-11,13,Madrid,8683
1135,2020-05-12,13,Madrid,8720
1136,2020-05-13,13,Madrid,8760
1137,2020-05-14,13,Madrid,8779
1138,2020-05-15,13,Madrid,8809
1139,2020-05-16,13,Madrid,8826
1140,2020-05-17,13,Madrid,8847
1141,2020-05-18,13,Madrid,8863
1142,2020-05-19,13,Madrid,8894
1143,2020-05-20,13,Madrid,8912
1144,2020-05-21,13,Madrid,8931
1145,2020-05-22,13,Madrid,8944
1146,2020-05-23,13,Madrid,8956
1147,2020-05-24,13,Madrid,8977
1148,2020-03-04,19,Melilla,0
1149,2020-03-05,19,Melilla,0
1150,2020-03-06,19,Melilla,0
1151,2020-03-07,19,Melilla,0
1152,2020-03-08,19,Melilla,0
1153,2020-03-09,19,Melilla,0
1154,2020-03-10,19,Melilla,0
1155,2020-03-11,19,Melilla,0
1156,2020-03-12,19,Melilla,0
1157,2020-03-13,19,Melilla,0
1158,2020-03-14,19,Melilla,0
1159,2020-03-15,19,Melilla,0
1160,2020-03-16,19,Melilla,0
1161,2020-03-17,19,Melilla,0
1162,2020-03-18,19,Melilla,0
1163,2020-03-19,19,Melilla,0
1164,2020-03-20,19,Melilla,0
1165,2020-03-21,19,Melilla,0
1166,2020-03-22,19,Melilla,0
1167,2020-03-23,19,Melilla,0
1168,2020-03-24,19,Melilla,0
1169,2020-03-25,19,Melilla,0
1170,2020-03-26,19,Melilla,1
1171,2020-03-27,19,Melilla,1
1172,2020-03-28,19,Melilla,1
1173,2020-03-29,19,Melilla,1
1174,2020-03-30,19,Melilla,1
1175,2020-03-31,19,Melilla,1
1176,2020-04-01,19,Melilla,1
1177,2020-04-02,19,Melilla,1
1178,2020-04-03,19,Melilla,2
1179,2020-04-04,19,Melilla,2
1180,2020-04-05,19,Melilla,2
1181,2020-04-06,19,Melilla,2
1182,2020-04-07,19,Melilla,2
1183,2020-04-08,19,Melilla,2
1184,2020-04-09,19,Melilla,2
1185,2020-04-10,19,Melilla,2
1186,2020-04-11,19,Melilla,2
1187,2020-04-12,19,Melilla,2
1188,2020-04-13,19,Melilla,2
1189,2020-04-14,19,Melilla,2
1190,2020-04-15,19,Melilla,2
1191,2020-04-16,19,Melilla,2
1192,2020-04-17,19,Melilla,2
1193,2020-04-18,19,Melilla,2
1194,2020-04-19,19,Melilla,2
1195,2020-04-20,19,Melilla,2
1196,2020-04-21,19,Melilla,2
1197,2020-04-22,19,Melilla,2
1198,2020-04-23,19,Melilla,2
1199,2020-04-24,19,Melilla,2
1200,2020-04-25,19,Melilla,2
1201,2020-04-26,19,Melilla,2
1202,2020-04-27,19,Melilla,2
1203,2020-04-28,19,Melilla,2
1204,2020-04-29,19,Melilla,2
1205,2020-04-30,19,Melilla,2
1206,2020-05-01,19,Melilla,2
1207,2020-05-02,19,Melilla,2
1208,2020-05-03,19,Melilla,2
1209,2020-05-04,19,Melilla,2
1210,2020-05-05,19,Melilla,2
1211,2020-05-06,19,Melilla,2
1212,2020-05-07,19,Melilla,2
1213,2020-05-08,19,Melilla,2
1214,2020-05-09,19,Melilla,2
1215,2020-05-10,19,Melilla,2
1216,2020-05-11,19,Melilla,2
1217,2020-05-12,19,Melilla,2
1218,2020-05-13,19,Melilla,2
1219,2020-05-14,19,Melilla,2
1220,2020-05-15,19,Melilla,2
1221,2020-05-16,19,Melilla,2
1222,2020-05-17,19,Melilla,2
1223,2020-05-18,19,Melilla,2
1224,2020-05-19,19,Melilla,2
1225,2020-05-20,19,Melilla,2
1226,2020-05-21,19,Melilla,2
1227,2020-05-22,19,Melilla,2
1228,2020-05-23,19,Melilla,2
1229,2020-05-24,19,Melilla,2
1230,2020-03-04,14,Murcia,0
1231,2020-03-05,14,Murcia,0
1232,2020-03-06,14,Murcia,0
1233,2020-03-07,14,Murcia,0
1234,2020-03-08,14,Murcia,0
1235,2020-03-09,14,Murcia,0
1236,2020-03-10,14,Murcia,0
1237,2020-03-11,14,Murcia,0
1238,2020-03-12,14,Murcia,0
1239,2020-03-13,14,Murcia,0
1240,2020-03-14,14,Murcia,0
1241,2020-03-15,14,Murcia,0
1242,2020-03-16,14,Murcia,0
1243,2020-03-17,14,Murcia,0
1244,2020-03-18,14,Murcia,0
1245,2020-03-19,14,Murcia,0
1246,2020-03-20,14,Murcia,0
1247,2020-03-21,14,Murcia,1
1248,2020-03-22,14,Murcia,1
1249,2020-03-23,14,Murcia,2
1250,2020-03-24,14,Murcia,3
1251,2020-03-25,14,Murcia,5
1252,2020-03-26,14,Murcia,8
1253,2020-03-27,14,Murcia,15
1254,2020-03-28,14,Murcia,17
1255,2020-03-29,14,Murcia,20
1256,2020-03-30,14,Murcia,25
1257,2020-03-31,14,Murcia,34
1258,2020-04-01,14,Murcia,37
1259,2020-04-02,14,Murcia,42
1260,2020-04-03,14,Murcia,46
1261,2020-04-04,14,Murcia,51
1262,2020-04-05,14,Murcia,59
1263,2020-04-06,14,Murcia,68
1264,2020-04-07,14,Murcia,78
1265,2020-04-08,14,Murcia,85
1266,2020-04-09,14,Murcia,88
1267,2020-04-10,14,Murcia,90
1268,2020-04-11,14,Murcia,94
1269,2020-04-12,14,Murcia,97
1270,2020-04-13,14,Murcia,101
1271,2020-04-14,14,Murcia,106
1272,2020-04-15,14,Murcia,109
1273,2020-04-16,14,Murcia,111
1274,2020-04-17,14,Murcia,112
1275,2020-04-18,14,Murcia,115
1276,2020-04-19,14,Murcia,116
1277,2020-04-20,14,Murcia,117
1278,2020-04-21,14,Murcia,120
1279,2020-04-22,14,Murcia,123
1280,2020-04-23,14,Murcia,124
1281,2020-04-24,14,Murcia,125
1282,2020-04-25,14,Murcia,126
1283,2020-04-26,14,Murcia,127
1284,2020-04-27,14,Murcia,128
1285,2020-04-28,14,Murcia,130
1286,2020-04-29,14,Murcia,130
1287,2020-04-30,14,Murcia,130
1288,2020-05-01,14,Murcia,132
1289,2020-05-02,14,Murcia,132
1290,2020-05-03,14,Murcia,134
1291,2020-05-04,14,Murcia,134
1292,2020-05-05,14,Murcia,136
1293,2020-05-06,14,Murcia,136
1294,2020-05-07,14,Murcia,137
1295,2020-05-08,14,Murcia,137
1296,2020-05-09,14,Murcia,138
1297,2020-05-10,14,Murcia,139
1298,2020-05-11,14,Murcia,139
1299,2020-05-12,14,Murcia,139
1300,2020-05-13,14,Murcia,142
1301,2020-05-14,14,Murcia,142
1302,2020-05-15,14,Murcia,143
1303,2020-05-16,14,Murcia,144
1304,2020-05-17,14,Murcia,144
1305,2020-05-18,14,Murcia,145
1306,2020-05-19,14,Murcia,145
1307,2020-05-20,14,Murcia,148
1308,2020-05-21,14,Murcia,149
1309,2020-05-22,14,Murcia,149
1310,2020-05-23,14,Murcia,149
1311,2020-05-24,14,Murcia,149
1312,2020-03-04,15,Navarra,0
1313,2020-03-05,15,Navarra,0
1314,2020-03-06,15,Navarra,0
1315,2020-03-07,15,Navarra,0
1316,2020-03-08,15,Navarra,0
1317,2020-03-09,15,Navarra,0
1318,2020-03-10,15,Navarra,0
1319,2020-03-11,15,Navarra,0
1320,2020-03-12,15,Navarra,0
1321,2020-03-13,15,Navarra,0
1322,2020-03-14,15,Navarra,0
1323,2020-03-15,15,Navarra,0
1324,2020-03-16,15,Navarra,1
1325,2020-03-17,15,Navarra,2
1326,2020-03-18,15,Navarra,3
1327,2020-03-19,15,Navarra,4
1328,2020-03-20,15,Navarra,5
1329,2020-03-21,15,Navarra,9
1330,2020-03-22,15,Navarra,14
1331,2020-03-23,15,Navarra,24
1332,2020-03-24,15,Navarra,31
1333,2020-03-25,15,Navarra,33
1334,2020-03-26,15,Navarra,49
1335,2020-03-27,15,Navarra,58
1336,2020-03-28,15,Navarra,70
1337,2020-03-29,15,Navarra,84
1338,2020-03-30,15,Navarra,102
1339,2020-03-31,15,Navarra,113
1340,2020-04-01,15,Navarra,130
1341,2020-04-02,15,Navarra,141
1342,2020-04-03,15,Navarra,151
1343,2020-04-04,15,Navarra,171
1344,2020-04-05,15,Navarra,178
1345,2020-04-06,15,Navarra,187
1346,2020-04-07,15,Navarra,202
1347,2020-04-08,15,Navarra,206
1348,2020-04-09,15,Navarra,214
1349,2020-04-10,15,Navarra,218
1350,2020-04-11,15,Navarra,227
1351,2020-04-12,15,Navarra,232
1352,2020-04-13,15,Navarra,239
1353,2020-04-14,15,Navarra,249
1354,2020-04-15,15,Navarra,252
1355,2020-04-16,15,Navarra,261
1356,2020-04-17,15,Navarra,338
1357,2020-04-18,15,Navarra,354
1358,2020-04-19,15,Navarra,369
1359,2020-04-20,15,Navarra,385
1360,2020-04-21,15,Navarra,397
1361,2020-04-22,15,Navarra,401
1362,2020-04-23,15,Navarra,409
1363,2020-04-24,15,Navarra,417
1364,2020-04-25,15,Navarra,429
1365,2020-04-26,15,Navarra,431
1366,2020-04-27,15,Navarra,432
1367,2020-04-28,15,Navarra,432
1368,2020-04-29,15,Navarra,448
1369,2020-04-30,15,Navarra,451
1370,2020-05-01,15,Navarra,458
1371,2020-05-02,15,Navarra,460
1372,2020-05-03,15,Navarra,462
1373,2020-05-04,15,Navarra,466
1374,2020-05-05,15,Navarra,471
1375,2020-05-06,15,Navarra,476
1376,2020-05-07,15,Navarra,480
1377,2020-05-08,15,Navarra,484
1378,2020-05-09,15,Navarra,487
1379,2020-05-10,15,Navarra,488
1380,2020-05-11,15,Navarra,490
1381,2020-05-12,15,Navarra,493
1382,2020-05-13,15,Navarra,494
1383,2020-05-14,15,Navarra,498
1384,2020-05-15,15,Navarra,500
1385,2020-05-16,15,Navarra,501
1386,2020-05-17,15,Navarra,503
1387,2020-05-18,15,Navarra,503
1388,2020-05-19,15,Navarra,503
1389,2020-05-20,15,Navarra,503
1390,2020-05-21,15,Navarra,506
1391,2020-05-22,15,Navarra,508
1392,2020-05-23,15,Navarra,509
1393,2020-05-24,15,Navarra,509
1394,2020-03-04,16,País Vasco,0
1395,2020-03-05,16,País Vasco,1
1396,2020-03-06,16,País Vasco,1
1397,2020-03-07,16,País Vasco,1
1398,2020-03-08,16,País Vasco,5
1399,2020-03-09,16,País Vasco,6
1400,2020-03-10,16,País Vasco,6
1401,2020-03-11,16,País Vasco,6
1402,2020-03-12,16,País Vasco,11
1403,2020-03-13,16,País Vasco,14
1404,2020-03-14,16,País Vasco,14
1405,2020-03-15,16,País Vasco,23
1406,2020-03-16,16,País Vasco,23
1407,2020-03-17,16,País Vasco,36
1408,2020-03-18,16,País Vasco,40
1409,2020-03-19,16,País Vasco,53
1410,2020-03-20,16,País Vasco,71
1411,2020-03-21,16,País Vasco,85
1412,2020-03-22,16,País Vasco,97
1413,2020-03-23,16,País Vasco,120
1414,2020-03-24,16,País Vasco,133
1415,2020-03-25,16,País Vasco,155
1416,2020-03-26,16,País Vasco,180
1417,2020-03-27,16,País Vasco,207
1418,2020-03-28,16,País Vasco,241
1419,2020-03-29,16,País Vasco,265
1420,2020-03-30,16,País Vasco,297
1421,2020-03-31,16,País Vasco,325
1422,2020-04-01,16,País Vasco,369
1423,2020-04-02,16,País Vasco,412
1424,2020-04-03,16,País Vasco,444
1425,2020-04-04,16,País Vasco,477
1426,2020-04-05,16,País Vasco,515
1427,2020-04-06,16,País Vasco,548
1428,2020-04-07,16,País Vasco,586
1429,2020-04-08,16,País Vasco,635
1430,2020-04-09,16,País Vasco,689
1431,2020-04-10,16,País Vasco,729
1432,2020-04-11,16,País Vasco,765
1433,2020-04-12,16,País Vasco,804
1434,2020-04-13,16,País Vasco,831
1435,2020-04-14,16,País Vasco,859
1436,2020-04-15,16,País Vasco,902
1437,2020-04-16,16,País Vasco,956
1438,2020-04-17,16,País Vasco,992
1439,2020-04-18,16,País Vasco,1020
1440,2020-04-19,16,País Vasco,1062
1441,2020-04-20,16,País Vasco,1081
1442,2020-04-21,16,País Vasco,1103
1443,2020-04-22,16,País Vasco,1124
1444,2020-04-23,16,País Vasco,1167
1445,2020-04-24,16,País Vasco,1193
1446,2020-04-25,16,País Vasco,1212
1447,2020-04-26,16,País Vasco,1230
1448,2020-04-27,16,País Vasco,1241
1449,2020-04-28,16,País Vasco,1255
1450,2020-04-29,16,País Vasco,1274
1451,2020-04-30,16,País Vasco,1296
1452,2020-05-01,16,País Vasco,1312
1453,2020-05-02,16,País Vasco,1321
1454,2020-05-03,16,País Vasco,1329
1455,2020-05-04,16,País Vasco,1341
1456,2020-05-05,16,País Vasco,1353
1457,2020-05-06,16,País Vasco,1364
1458,2020-05-07,16,País Vasco,1383
1459,2020-05-08,16,País Vasco,1390
1460,2020-05-09,16,País Vasco,1403
1461,2020-05-10,16,País Vasco,1418
1462,2020-05-11,16,País Vasco,1423
1463,2020-05-12,16,País Vasco,1429
1464,2020-05-13,16,País Vasco,1442
1465,2020-05-14,16,País Vasco,1454
1466,2020-05-15,16,País Vasco,1454
1467,2020-05-16,16,País Vasco,1455
1468,2020-05-17,16,País Vasco,1459
1469,2020-05-18,16,País Vasco,1466
1470,2020-05-19,16,País Vasco,1470
1471,2020-05-20,16,País Vasco,1480
1472,2020-05-21,16,País Vasco,1483
1473,2020-05-22,16,País Vasco,1487
1474,2020-05-23,16,País Vasco,1494
1475,2020-05-24,16,País Vasco,1494
1476,2020-03-04,17,La Rioja,0
1477,2020-03-05,17,La Rioja,0
1478,2020-03-06,17,La Rioja,0
1479,2020-03-07,17,La Rioja,0
1480,2020-03-08,17,La Rioja,0
1481,2020-03-09,17,La Rioja,0
1482,2020-03-10,17,La Rioja,1
1483,2020-03-11,17,La Rioja,2
1484,2020-03-12,17,La Rioja,2
1485,2020-03-13,17,La Rioja,3
1486,2020-03-14,17,La Rioja,3
1487,2020-03-15,17,La Rioja,3
1488,2020-03-16,17,La Rioja,4
1489,2020-03-17,17,La Rioja,5
1490,2020-03-18,17,La Rioja,5
1491,2020-03-19,17,La Rioja,5
1492,2020-03-20,17,La Rioja,7
1493,2020-03-21,17,La Rioja,15
1494,2020-03-22,17,La Rioja,18
1495,2020-03-23,17,La Rioja,22
1496,2020-03-24,17,La Rioja,30
1497,2020-03-25,17,La Rioja,37
1498,2020-03-26,17,La Rioja,43
1499,2020-03-27,17,La Rioja,55
1500,2020-03-28,17,La Rioja,65
1501,2020-03-29,17,La Rioja,68
1502,2020-03-30,17,La Rioja,71
1503,2020-03-31,17,La Rioja,85
1504,2020-04-01,17,La Rioja,90
1505,2020-04-02,17,La Rioja,101
1506,2020-04-03,17,La Rioja,109
1507,2020-04-04,17,La Rioja,128
1508,2020-04-05,17,La Rioja,134
1509,2020-04-06,17,La Rioja,141
1510,2020-04-07,17,La Rioja,160
1511,2020-04-08,17,La Rioja,177
1512,2020-04-09,17,La Rioja,182
1513,2020-04-10,17,La Rioja,196
1514,2020-04-11,17,La Rioja,207
1515,2020-04-12,17,La Rioja,219
1516,2020-04-13,17,La Rioja,223
1517,2020-04-14,17,La Rioja,234
1518,2020-04-15,17,La Rioja,246
1519,2020-04-16,17,La Rioja,257
1520,2020-04-17,17,La Rioja,262
1521,2020-04-18,17,La Rioja,272
1522,2020-04-19,17,La Rioja,277
1523,2020-04-20,17,La Rioja,285
1524,2020-04-21,17,La Rioja,294
1525,2020-04-22,17,La Rioja,298
1526,2020-04-23,17,La Rioja,303
1527,2020-04-24,17,La Rioja,307
1528,2020-04-25,17,La Rioja,311
1529,2020-04-26,17,La Rioja,315
1530,2020-04-27,17,La Rioja,320
1531,2020-04-28,17,La Rioja,326
1532,2020-04-29,17,La Rioja,330
1533,2020-04-30,17,La Rioja,332
1534,2020-05-01,17,La Rioja,333
1535,2020-05-02,17,La Rioja,334
1536,2020-05-03,17,La Rioja,335
1537,2020-05-04,17,La Rioja,335
1538,2020-05-05,17,La Rioja,336
1539,2020-05-06,17,La Rioja,337
1540,2020-05-07,17,La Rioja,338
1541,2020-05-08,17,La Rioja,342
1542,2020-05-09,17,La Rioja,344
1543,2020-05-10,17,La Rioja,346
1544,2020-05-11,17,La Rioja,346
1545,2020-05-12,17,La Rioja,347
1546,2020-05-13,17,La Rioja,348
1547,2020-05-14,17,La Rioja,348
1548,2020-05-15,17,La Rioja,348
1549,2020-05-16,17,La Rioja,348
1550,2020-05-17,17,La Rioja,349
1551,2020-05-18,17,La Rioja,351
1552,2020-05-19,17,La Rioja,352
1553,2020-05-20,17,La Rioja,353
1554,2020-05-21,17,La Rioja,354
1555,2020-05-22,17,La Rioja,356
1556,2020-05-23,17,La Rioja,357
1557,2020-05-24,17,La Rioja,358
